"Time";"AccX";"AccY";"AccZ";"P";"Q";"R";"Temperature";"PPS"
32512.60125;0.0221767717175;-0.0846678292493;-9.80333031969;-0.0921087646484;-0.148630065918;-0.778318786621;30.33925;1
32512.61125;0.0325128994147;-0.0811077710907;-9.80879628208;0.169624633789;-0.278350219727;-1.01513427734;30.32795;1
32512.6125;0.0392808286676;-0.104473144222;-9.82365433845;0.0753201293945;-0.0413784790039;-0.78253326416;30.3449;1
